post_id,postUser,timestamp,clean_caption,combined_tokens,likesCount,commentsCount,keywords_tfidf,keywords_freq,keywords_weighted
723,versace,2023-05-09 15:00:08+00:00,atelier versace spring summer 2023 look 16 column dress crystalized knit in transparent tulle base with all over mini crystal construction in net mini fringe crystal thread crystalized knit and an interplay of barocco motifs spontaneous shoulder is finished in asymmetric draping look 8 lace up front mini dress in bright pink silk satin with embroidered lace intarsia bust cups finished in overstitch cinched and draped waist above hand pleated skirt with overall look inspired by lingerie and exposed undergarments look 14 silk tulle dress in degradé black and pink with micro draped structure flowing to the natural lines of the body and secured with sinuous chain black latex gloves now at versace com via the link in bio atelierversace,"['atelier', 'versace', 'spring', 'summer', '2023', 'look', '16', 'column', 'dress', 'crystalized', 'knit', 'transparent', 'tulle', 'base', 'mini', 'crystal', 'construction', 'net', 'mini', 'fringe', 'crystal', 'thread', 'crystalized', 'knit', 'interplay', 'barocco', 'motifs', 'spontaneous', 'shoulder', 'finished', 'asymmetric', 'draping', 'look', '8', 'lace', 'front', 'mini', 'dress', 'bright', 'pink', 'silk', 'satin', 'embroidered', 'lace', 'intarsia', 'bust', 'cups', 'finished', 'overstitch', 'cinched', 'draped', 'waist', 'hand', 'pleated', 'skirt', 'overall', 'look', 'inspired', 'lingerie', 'exposed', 'undergarments', 'look', '14', 'silk', 'tulle', 'dress', 'degradé', 'black', 'pink', 'micro', 'draped', 'structure', 'flowing', 'natural', 'lines', 'body', 'secured', 'sinuous', 'chain', 'black', 'latex', 'gloves', 'versace', 'com', 'via', 'link', 'bio', 'atelierversace', 'atelier', 'versace']",72969,197,"['mini', 'look', 'lace', 'versace', 'finished']","['look', 'versace', 'dress', 'mini', 'atelier']","['versace', 'atelierversace', 'dress', '2023', 'atelier']"
724,taylorswift,2022-10-21 07:01:32+00:00,surprise i think of midnights as a complete concept album with those 13 songs forming a full picture of the intensities of that mystifying mad hour however there were other songs we wrote on our journey to find that magic 13 i m calling them 3am tracks lately i ve been loving the feeling of sharing more of our creative process with you like we do with from the vault tracks so it s 3am and i m giving them to you now 🌌,"['surprise', 'think', 'midnights', 'complete', 'concept', 'album', '13', 'songs', 'forming', 'full', 'picture', 'intensities', 'mystifying', 'mad', 'hour', 'however', 'songs', 'wrote', 'journey', 'find', 'magic', '13', 'calling', '3am', 'tracks', 'lately', 'loving', 'feeling', 'sharing', 'creative', 'process', 'like', 'vault', 'tracks', '3am', 'giving', 'milky way']",5084480,0,"['songs', '13', 'however', 'milky', 'concept']","['13', 'songs', '3am', 'tracks', 'surprise']","['surprise', 'think', 'midnights', 'complete', 'concept']"
725,dudalina,2023-05-16 22:00:10+00:00,na duda acreditamos que moda e responsabilidade andam de mãos dadas e que cada um de nós é um agente transformador na construção do futuro para isso tomamos atitudes diárias para um mundo melhor arraste para o lado e algumas de nossas iniciativas que visam contribuir com uma moda mais ética humana e sustentável dudalina projetossociais projetosambientais 66anos institucional,"['na', 'duda', 'acreditamos', 'que', 'moda', 'e', 'responsabilidade', 'andam', 'de', 'mãos', 'dadas', 'e', 'que', 'cada', 'um', 'de', 'nós', 'é', 'um', 'agente', 'transformador', 'na', 'construção', 'futuro', 'para', 'isso', 'tomamos', 'atitudes', 'diárias', 'para', 'um', 'mundo', 'melhor', 'arraste', 'para', 'lado', 'e', 'algumas', 'de', 'nossas', 'iniciativas', 'que', 'visam', 'contribuir', 'com', 'uma', 'moda', 'mais', 'ética', 'humana', 'e', 'sustentável', 'dudalina', 'projetossociais', 'projetosambientais', '66anos', 'institucional', 'dudalina', 'projetos', 'sociais', 'projetos', 'ambientais', 'anos', 'institucional']",167,3,"['institucional', 'projetos', 'um', 'para', 'que']","['e', 'que', 'de', 'um', 'para']","['moda', 'na', 'duda', 'acreditamos', 'que']"
726,taylorswift,2022-10-25 04:08:33+00:00,bejeweled video is out now directed by this tired tacky wench got to make this with my best friends haimtheband greatest of greats lauradern icon of burlesque and glamour ditavonteese genius and actual dame patmcgrathreal and my partner in midnights mayhem jackantonoff love you guys so much stay sparkly out there 😘,"['bejeweled', 'video', 'directed', 'tired', 'tacky', 'wench', 'got', 'make', 'best', 'friends', 'haimtheband', 'greatest', 'greats', 'lauradern', 'icon', 'burlesque', 'glamour', 'ditavonteese', 'genius', 'actual', 'dame', 'patmcgrathreal', 'partner', 'midnights', 'mayhem', 'jackantonoff', 'love', 'guys', 'much', 'stay', 'sparkly', 'face blowing a kiss']",3977768,0,"['genius', 'haimtheband', 'tired', 'jackantonoff', 'directed']","['bejeweled', 'video', 'directed', 'tired', 'tacky']","['glamour', 'bejeweled', 'video', 'directed', 'tired']"
727,dudalina,2023-05-17 16:56:54+00:00,há mais de seis décadas produzindo com qualidade para quem gosta de se vestir com personalidade e elegância em todas as situações para quem quer deixar sua marca independente do dress code sugerido e independente da flor de lis bordada carregamos do lado esquerdo do peito o amor pela camisaria e a honra de te vestir com excelência há 66 anos dudalina aniversariodudalina 66anos institucional,"['há', 'mais', 'de', 'seis', 'décadas', 'produzindo', 'com', 'qualidade', 'para', 'quem', 'gosta', 'de', 'se', 'vestir', 'com', 'personalidade', 'e', 'elegância', 'em', 'todas', 'situações', 'para', 'quem', 'quer', 'deixar', 'sua', 'marca', 'independente', 'dress', 'code', 'sugerido', 'e', 'independente', 'da', 'flor', 'de', 'lis', 'bordada', 'carregamos', 'lado', 'esquerdo', 'peito', 'amor', 'pela', 'camisaria', 'e', 'honra', 'de', 'te', 'vestir', 'com', 'excelência', 'há', '66', 'anos', 'dudalina', 'aniversariodudalina', '66anos', 'institucional', 'dudalina', 'aniversario', 'dudalina', 'anos', 'institucional']",321,13,"['dudalina', 'de', 'há', 'institucional', 'vestir']","['de', 'com', 'e', 'dudalina', 'há']","['dress', 'há', 'mais', 'de', 'seis']"
728,facehunter,2022-11-15 15:14:39+00:00,i m back on a dimension defying collaboration with ballantines 🟦🟢🔺🔶🟨 as the renowned scotch whisky maker has invited visual artist demsky__ to bring his retro futuristic style to its 2023 limited edition finest bottle whether it s exploring new perspectives or experimenting ballantine s and j demsky have come together to show that the future is yours to shape i will be sharing with you over the next weeks how it s inspired me 🟦🟢🔺🔶🟨 let s start with l aubette an avant guard café dancing cinéma that used to be the cultural life hotspot in the 1930s strasbourg 🇫🇷 🟦🟢🔺🔶🟨 this one of a kind place is not randomly nicknamed the sistine chapel of abstract art the way its creators challenged the conventions of architecture one century ago is truly mind blowing 🟦🟢🔺🔶🟨 the pioneer of dutch de stijl movement theo van doesburg and two zurich dada artists sophie taeuber arp and jean arp were commissioned in the 1920s to design and decorate this leisure centre located in an 18th century building 🟦🟢🔺🔶🟨 enjoy ballantine s responsibly ballantinesxjdemsky staytrue ad,"['back', 'dimension', 'defying', 'collaboration', 'ballantines', 'renowned', 'scotch', 'whisky', 'maker', 'invited', 'visual', 'artist', 'demsky__', 'bring', 'retro', 'futuristic', 'style', '2023', 'limited', 'edition', 'finest', 'bottle', 'whether', 'exploring', 'new', 'perspectives', 'experimenting', 'ballantine', 'j', 'demsky', 'come', 'together', 'show', 'future', 'shape', 'sharing', 'next', 'weeks', 'inspired', 'let', 'start', 'l', 'aubette', 'avant', 'guard', 'café', 'dancing', 'cinéma', 'used', 'cultural', 'life', 'hotspot', '1930s', 'strasbourg', '🇫🇷', 'one', 'kind', 'place', 'randomly', 'nicknamed', 'sistine', 'chapel', 'abstract', 'art', 'way', 'creators', 'challenged', 'conventions', 'architecture', 'one', 'century', 'ago', 'truly', 'mind', 'blowing', 'pioneer', 'dutch', 'de', 'stijl', 'movement', 'theo', 'van', 'doesburg', 'two', 'zurich', 'dada', 'artists', 'sophie', 'taeuber', 'arp', 'jean', 'arp', 'commissioned', '1920s', 'design', 'decorate', 'leisure', 'centre', 'located', '18th', 'century', 'building', 'enjoy', 'ballantine', 'responsibly', 'ballantinesxjdemsky', 'staytrue', 'ad', 'blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square', 'blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square', 'blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square', 'blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square', 'blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square', 'ballantinesx', 'j', 'demsky', 'stay', 'true', 'ad']",326,7,"['square', 'circle', 'diamond', 'pointed', 'triangle']","['blue square', 'green circle', 'red triangle pointed up', 'large orange diamond', 'yellow square']","['show', 'style', '2023', 'back', 'dimension']"
729,prabalgurung,2023-05-12 05:00:28+00:00,draped to perfection _iiishmagish wears an atelier prabal gurung black satin back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 met gala photo credits billykiddstudio germanlarkin,"['draped', 'perfection', '_iiishmagish', 'wears', 'atelier', 'prabal', 'gurung', 'black', 'satin', 'back', 'crepe', 'sari', 'gown', 'embellished', 'thousands', 'hand', 'embroidered', 'crystals', 'pearls', 'silk', 'chiffon', 'train', '2023', 'met', 'gala', 'photo', 'credits', 'billykiddstudio', 'germanlarkin']",3114,4,"['billykiddstudio', 'credits', 'germanlarkin', '_iiishmagish', 'crepe']","['draped', 'perfection', '_iiishmagish', 'wears', 'atelier']","['gala', 'wears', '2023', 'draped', 'perfection']"
730,prabalgurung,2023-05-12 03:55:56+00:00,iridescent isha _iiishmagish wears an atelier prabal gurung black satin back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 met gala dmjatia wears an atelier prabal gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 met gala,"['iridescent', 'isha', '_iiishmagish', 'wears', 'atelier', 'prabal', 'gurung', 'black', 'satin', 'back', 'crepe', 'sari', 'gown', 'embellished', 'thousands', 'hand', 'embroidered', 'crystals', 'pearls', 'silk', 'chiffon', 'train', '2023', 'met', 'gala', 'dmjatia', 'wears', 'atelier', 'prabal', 'gurung', 'jade', 'green', 'duchesse', 'satin', 'sculptural', 'draped', 'skirt', 'black', 'duchesse', 'satin', 'halter', '2023', 'met', 'gala']",319,4,"['satin', 'duchesse', 'wears', 'gurung', 'prabal']","['satin', 'wears', 'atelier', 'prabal', 'gurung']","['gala', 'wears', '2023', 'iridescent', 'isha']"
731,facehunter,2023-01-25 09:17:32+00:00,ⴷⴷⴰⵅⵍⴰ 🇪🇭 dakhla where the atlantic meets the sahara is at the heart of morocco s colonial startegy to anchor its presence in the disputed territory of westernsahara while all moroccan public services function in dakhla as they would in any other part of morocco proper international laws consider that most of ws is occupied by morocco in the last decades morocco has invested millions to transform a modest and remote fishing village into a major saharan economic and tourism hub the new eldorado attracts many moroccans and sub saharian people looking for opportunities the city counts nowadays over 100 000 inhabitants recently dakhla has also emerged as a popular destination for kite surfers is the growing number of western tourists helping to erase appearances of an ongoing geopolitical dispute the kingdom will keep investing on mega projects such as the creation of the biggest port in morocco when completed in 2030 and a leisure port to attract cruise ships and connect dakhla to the nearby canary islands by ferry these heavy developments geopardise more than ever the chances of self determination for the sahrawi people the ethnic group native to the western part of the sahara dakhlacity dakhlah dakhlaspirit dakhlah occupation colonisation colonialism saharaoccidental northafrica afriquedunord westernsaharaconflict,"['ⴷⴷⴰⵅⵍⴰ', '🇪🇭', 'dakhla', 'atlantic', 'meets', 'sahara', 'heart', 'morocco', 'colonial', 'startegy', 'anchor', 'presence', 'disputed', 'territory', 'westernsahara', 'moroccan', 'public', 'services', 'function', 'dakhla', 'would', 'part', 'morocco', 'proper', 'international', 'laws', 'consider', 'ws', 'occupied', 'morocco', 'last', 'decades', 'morocco', 'invested', 'millions', 'transform', 'modest', 'remote', 'fishing', 'village', 'major', 'saharan', 'economic', 'tourism', 'hub', 'new', 'eldorado', 'attracts', 'many', 'moroccans', 'sub', 'saharian', 'people', 'looking', 'opportunities', 'city', 'counts', 'nowadays', '100', '000', 'inhabitants', 'recently', 'dakhla', 'also', 'emerged', 'popular', 'destination', 'kite', 'surfers', 'growing', 'number', 'western', 'tourists', 'helping', 'erase', 'appearances', 'ongoing', 'geopolitical', 'dispute', 'kingdom', 'keep', 'investing', 'mega', 'projects', 'creation', 'biggest', 'port', 'morocco', 'completed', '2030', 'leisure', 'port', 'attract', 'cruise', 'ships', 'connect', 'dakhla', 'nearby', 'canary', 'islands', 'ferry', 'heavy', 'developments', 'geopardise', 'ever', 'chances', 'self', 'determination', 'sahrawi', 'people', 'ethnic', 'group', 'native', 'western', 'part', 'sahara', 'dakhlacity', 'dakhlah', 'dakhlaspirit', 'dakhlah', 'occupation', 'colonisation', 'colonialism', 'saharaoccidental', 'northafrica', 'afriquedunord', 'westernsaharaconflict', 'dakhla', 'sahara', 'western', 'sahara', 'sahrawi', 'dakhlacity', 'dakhlah', 'dakhlaspirit', 'occupation', 'colonisation', 'colonialism', 'sahara', 'occidental', 'north', 'africa', 'afriquedu', 'nord', 'westernsaharaconflict']",1075,84,"['morocco', 'sahara', 'western', 'occupation', 'port']","['dakhla', 'sahara', 'morocco', 'western', 'dakhlah']","['ⴷⴷⴰⵅⵍⴰ', '🇪🇭', 'dakhla', 'atlantic', 'meets']"
732,prabalgurung,2023-05-12 03:56:25+00:00,iridescent isha _iiishmagish wears an atelier prabal gurung black satin back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 met gala dmjatia wears an atelier prabal gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 met gala,"['iridescent', 'isha', '_iiishmagish', 'wears', 'atelier', 'prabal', 'gurung', 'black', 'satin', 'back', 'crepe', 'sari', 'gown', 'embellished', 'thousands', 'hand', 'embroidered', 'crystals', 'pearls', 'silk', 'chiffon', 'train', '2023', 'met', 'gala', 'dmjatia', 'wears', 'atelier', 'prabal', 'gurung', 'jade', 'green', 'duchesse', 'satin', 'sculptural', 'draped', 'skirt', 'black', 'duchesse', 'satin', 'halter', '2023', 'met', 'gala']",242,4,"['satin', 'duchesse', 'wears', 'gurung', 'prabal']","['satin', 'wears', 'atelier', 'prabal', 'gurung']","['gala', 'wears', '2023', 'iridescent', 'isha']"
