commentUser,comment_count,polarity,keywords_comments,interaction_sequence,posts_sequence
sveta.268,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 636, 'timestamp': '2023-05-27 09:24:38+00:00', 'polarity': 0.08}]",[636]
svetlana_grishina_photo,1,0.6400000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 768, 'timestamp': '2023-04-13 15:15:04+00:00', 'polarity': 0.6400000000000001}]",[768]
swade6799,4,0.034090909090909075,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['like', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 646, 'timestamp': '2023-05-02 18:35:54+00:00', 'polarity': 0.0}, {'post_id': 582, 'timestamp': '2023-05-02 18:52:07+00:00', 'polarity': 0.1363636363636363}, {'post_id': 581, 'timestamp': '2023-05-02 18:56:47+00:00', 'polarity': 0.0}, {'post_id': 585, 'timestamp': '2023-05-02 18:57:26+00:00', 'polarity': 0.0}]","[646, 582, 581, 585]"
swain.uk,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 697, 'timestamp': '2023-06-08 18:18:32+00:00', 'polarity': 0.08}]",[697]
sweetmatchaicecreamira,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 5, 'timestamp': '2023-05-24 04:34:15+00:00', 'polarity': 0.24}]",[5]
sweetmotherly,4,0.7050000000000001,"['amazing', 'look', 'fire', 'beautiful', 'clapping_hands'] ['gorgeous', 'red_heartred_heart', 'look', 'amazing', 'beautiful'] ['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 95, 'timestamp': '2023-03-06 19:17:42+00:00', 'polarity': 0.64}, {'post_id': 94, 'timestamp': '2023-03-13 18:59:44+00:00', 'polarity': 0.5800000000000001}, {'post_id': 87, 'timestamp': '2023-04-15 23:20:43+00:00', 'polarity': 0.86}, {'post_id': 31, 'timestamp': '2023-06-05 18:47:24+00:00', 'polarity': 0.7400000000000001}]","[95, 94, 87, 31]"
swilks,1,0.25,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 706, 'timestamp': '2023-01-08 08:19:52+00:00', 'polarity': 0.25}]",[706]
swissway_by_olgaschmidt,3,0.24000000000000002,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['clapping_hands', 'amazing', 'beautiful', 'de', 'fire']","[{'post_id': 699, 'timestamp': '2023-03-16 18:45:56+00:00', 'polarity': 0.16}, {'post_id': 712, 'timestamp': '2023-03-16 21:16:05+00:00', 'polarity': 0.08}, {'post_id': 703, 'timestamp': '2023-03-16 21:16:10+00:00', 'polarity': 0.4800000000000001}]","[699, 712, 703]"
sydneyandavis,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 130, 'timestamp': '2023-05-01 06:52:09+00:00', 'polarity': 0.0}]",[130]
syedasaraanwar,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 671, 'timestamp': '2023-05-25 15:15:43+00:00', 'polarity': 0.08}]",[671]
syousefie,1,0.4800000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 138, 'timestamp': '2023-05-26 18:55:16+00:00', 'polarity': 0.4800000000000001}]",[138]
szabosihag,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 158, 'timestamp': '2023-05-31 17:33:48+00:00', 'polarity': 0.08}]",[158]
szakarin,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 635, 'timestamp': '2023-05-14 09:00:10+00:00', 'polarity': 0.0}]",[635]
szendiiii,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 211, 'timestamp': '2023-05-06 15:36:04+00:00', 'polarity': 0.32}]",[211]
t4r_aaa,1,0.85,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']","[{'post_id': 405, 'timestamp': '2023-06-09 18:45:38+00:00', 'polarity': 0.85}]",[405]
taarasajnani,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 169, 'timestamp': '2023-05-24 12:30:33+00:00', 'polarity': 0.0}]",[169]
taffymsipa,1,0.6200000000000001,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 70, 'timestamp': '2023-04-02 22:49:09+00:00', 'polarity': 0.6200000000000001}]",[70]
tahnyaiva,1,0.6200000000000001,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 351, 'timestamp': '2023-05-15 07:51:23+00:00', 'polarity': 0.6200000000000001}]",[351]
tainamuller,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 665, 'timestamp': '2023-05-27 13:32:15+00:00', 'polarity': 0.08}]",[665]
takeiteasymoney,1,0.4844761904761904,"['like', 'beautiful', 'look', 'amazing', 'clapping_hands']","[{'post_id': 72, 'timestamp': '2023-06-03 18:35:44+00:00', 'polarity': 0.4844761904761904}]",[72]
talesofamother,1,0.27,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 363, 'timestamp': '2023-05-14 19:08:09+00:00', 'polarity': 0.27}]",[363]
talitakalloe,2,0.53,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'de', 'red_heart', 'amazing', 'beautiful']","[{'post_id': 191, 'timestamp': '2023-02-15 07:57:30+00:00', 'polarity': 0.54}, {'post_id': 4, 'timestamp': '2023-04-27 13:46:38+00:00', 'polarity': 0.52}]","[191, 4]"
tamarabrown835,1,0.85,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']","[{'post_id': 489, 'timestamp': '2023-06-03 20:07:24+00:00', 'polarity': 0.85}]",[489]
tamaralamort,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 178, 'timestamp': '2023-05-27 22:10:45+00:00', 'polarity': 0.0}]",[178]
tamaraostricki,1,0.74,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 284, 'timestamp': '2023-04-13 07:21:36+00:00', 'polarity': 0.74}]",[284]
tamumcpherson,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 286, 'timestamp': '2022-12-22 16:13:49+00:00', 'polarity': 0.4800000000000001}]",[286]
tamy.latuf,2,0.4000000000000001,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 59, 'timestamp': '2023-06-01 19:17:29+00:00', 'polarity': 0.6400000000000001}, {'post_id': 59, 'timestamp': '2023-06-01 19:17:42+00:00', 'polarity': 0.16}]","[59, 59]"
taniceelizabeth,2,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 275, 'timestamp': '2022-12-28 21:33:02+00:00', 'polarity': 0.08}, {'post_id': 69, 'timestamp': '2023-03-08 20:43:59+00:00', 'polarity': 0.08}]","[275, 69]"
taninagrey,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 26, 'timestamp': '2023-05-28 18:59:15+00:00', 'polarity': 0.0}]",[26]
tanishhkaax,1,0.32,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 73, 'timestamp': '2023-05-28 10:48:43+00:00', 'polarity': 0.32}]",[73]
tanmayaboutiques,1,0.52,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 713, 'timestamp': '2023-03-25 13:37:51+00:00', 'polarity': 0.52}]",[713]
tantrik_bhairavnath_official,2,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 732, 'timestamp': '2023-05-12 04:09:38+00:00', 'polarity': 0.0}, {'post_id': 734, 'timestamp': '2023-05-12 04:09:41+00:00', 'polarity': 0.0}]","[732, 734]"
taquesx,1,-0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 445, 'timestamp': '2023-06-08 20:55:06+00:00', 'polarity': -0.08}]",[445]
tar_heleno,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 125, 'timestamp': '2023-05-06 05:13:07+00:00', 'polarity': 0.32}]",[125]
taralevyphoto,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 457, 'timestamp': '2023-04-25 17:24:44+00:00', 'polarity': 0.0}]",[457]
taralouisez,2,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 271, 'timestamp': '2023-04-16 15:53:02+00:00', 'polarity': 0.32}, {'post_id': 131, 'timestamp': '2023-05-26 14:03:57+00:00', 'polarity': 0.32}]","[271, 131]"
taramou__saviii,1,2.880000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 235, 'timestamp': '2023-06-01 14:00:37+00:00', 'polarity': 2.880000000000001}]",[235]
tararella,1,0.5,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 52, 'timestamp': '2023-05-24 20:07:42+00:00', 'polarity': 0.5}]",[52]
tarecques,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 478, 'timestamp': '2023-05-09 14:27:52+00:00', 'polarity': 0.0}]",[478]
tarikdestanovic,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 53, 'timestamp': '2023-05-27 20:16:53+00:00', 'polarity': 0.32}]",[53]
tarrynthetaurus,1,0.15,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 536, 'timestamp': '2023-06-02 06:26:19+00:00', 'polarity': 0.15}]",[536]
tatebalance,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 412, 'timestamp': '2023-06-07 15:51:29+00:00', 'polarity': 0.0}]",[412]
tatiana.farag,3,0.18666666666666668,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 339, 'timestamp': '2022-09-29 03:56:50+00:00', 'polarity': 0.24}, {'post_id': 338, 'timestamp': '2022-10-28 07:09:33+00:00', 'polarity': 0.24}, {'post_id': 287, 'timestamp': '2023-02-06 11:42:55+00:00', 'polarity': 0.08}]","[339, 338, 287]"
tatianadrodionova,1,0.7,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 45, 'timestamp': '2023-06-03 17:51:12+00:00', 'polarity': 0.7}]",[45]
tatib_official,1,-1.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 276, 'timestamp': '2023-05-24 14:41:37+00:00', 'polarity': -1.0}]",[276]
tatuli_i,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 91, 'timestamp': '2023-05-26 06:29:53+00:00', 'polarity': 0.16}]",[91]
tatyanakochnova_official,1,0.76,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 5, 'timestamp': '2023-05-24 07:29:00+00:00', 'polarity': 0.76}]",[5]
taya_tata_tati,1,0.6400000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 692, 'timestamp': '2023-03-13 21:11:28+00:00', 'polarity': 0.6400000000000001}]",[692]
tayl0rn8er,1,0.0225,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 676, 'timestamp': '2023-05-26 13:16:25+00:00', 'polarity': 0.0225}]",[676]
taylerbradford,1,0.9,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 809, 'timestamp': '2023-05-11 19:23:48+00:00', 'polarity': 0.9}]",[809]
taylor.embracemodels,1,0.6200000000000001,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 86, 'timestamp': '2023-04-02 01:55:09+00:00', 'polarity': 0.6200000000000001}]",[86]
taylor__brandon,1,0.6400000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 211, 'timestamp': '2023-05-06 15:35:52+00:00', 'polarity': 0.6400000000000001}]",[211]
taylorcdavis_,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 574, 'timestamp': '2023-03-24 16:01:16+00:00', 'polarity': 0.16}]",[574]
taylorgavin,2,0.5,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 752, 'timestamp': '2021-04-13 18:58:12+00:00', 'polarity': 0.0}, {'post_id': 765, 'timestamp': '2021-04-13 18:58:18+00:00', 'polarity': 1.0}]","[752, 765]"
taylormiree,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 188, 'timestamp': '2023-05-17 18:03:01+00:00', 'polarity': 0.0}]",[188]
taylorr.hines,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 244, 'timestamp': '2023-05-07 19:35:41+00:00', 'polarity': 0.0}]",[244]
tayumic25,5,-0.16,"[] [] [] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 428, 'timestamp': '2023-06-02 18:37:20+00:00', 'polarity': nan}, {'post_id': 428, 'timestamp': '2023-06-02 18:37:31+00:00', 'polarity': nan}, {'post_id': 428, 'timestamp': '2023-06-02 18:37:46+00:00', 'polarity': nan}, {'post_id': 512, 'timestamp': '2023-06-05 00:26:05+00:00', 'polarity': -0.16}, {'post_id': 513, 'timestamp': '2023-06-05 12:04:00+00:00', 'polarity': -0.16}]","[428, 428, 428, 512, 513]"
teachflowers,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 266, 'timestamp': '2023-05-03 01:57:28+00:00', 'polarity': 0.0}]",[266]
teamgoldielocks,2,0.08,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 254, 'timestamp': '2023-02-07 04:49:50+00:00', 'polarity': 0.0}, {'post_id': 250, 'timestamp': '2023-02-09 20:24:56+00:00', 'polarity': 0.16}]","[254, 250]"
teddysbullybar,1,0.29,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 254, 'timestamp': '2023-02-06 23:57:53+00:00', 'polarity': 0.29}]",[254]
tekhnoremont.msk,1,0.6400000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 635, 'timestamp': '2023-05-15 20:35:13+00:00', 'polarity': 0.6400000000000001}]",[635]
temekaka,1,0.24,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 294, 'timestamp': '2023-04-18 14:15:25+00:00', 'polarity': 0.24}]",[294]
terezaxavier,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 106, 'timestamp': '2023-06-06 18:09:18+00:00', 'polarity': 0.0}]",[106]
terrionag,1,0.48,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 516, 'timestamp': '2023-05-27 14:50:55+00:00', 'polarity': 0.48}]",[516]
terumando,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 447, 'timestamp': '2023-05-22 21:05:54+00:00', 'polarity': 0.24}]",[447]
terzilotfi,1,0.4800000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 230, 'timestamp': '2023-06-06 09:58:11+00:00', 'polarity': 0.4800000000000001}]",[230]
tess.stritt,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 142, 'timestamp': '2023-06-06 18:19:13+00:00', 'polarity': 0.0}]",[142]
tess__ep,1,0.2085714285714285,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 580, 'timestamp': '2023-05-19 22:23:42+00:00', 'polarity': 0.2085714285714285}]",[580]
teverdeepasticcini,1,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 367, 'timestamp': '2023-05-18 06:34:20+00:00', 'polarity': 0.16}]",[367]
texas.riddles,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 93, 'timestamp': '2023-06-05 12:10:26+00:00', 'polarity': 0.0}]",[93]
texturethebrand,1,0.24,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 300, 'timestamp': '2022-12-01 19:46:31+00:00', 'polarity': 0.24}]",[300]
thaipeoliveira,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 26, 'timestamp': '2023-05-28 12:52:19+00:00', 'polarity': 0.16}]",[26]
thaisasilva367,1,0.0,"['de', 'amazing', 'beautiful', 'clapping_hands', 'fire']","[{'post_id': 355, 'timestamp': '2023-05-22 13:36:19+00:00', 'polarity': 0.0}]",[355]
thaisbritta,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 70, 'timestamp': '2023-03-23 09:27:26+00:00', 'polarity': 0.16}]",[70]
thalohalo,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 696, 'timestamp': '2022-12-06 14:56:20+00:00', 'polarity': 0.24}]",[696]
thatboypaulwiltshire,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 21, 'timestamp': '2023-06-06 01:52:08+00:00', 'polarity': 0.0}]",[21]
thatsmybeauty,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 515, 'timestamp': '2023-05-31 09:59:35+00:00', 'polarity': 0.0}]",[515]
the.gooddayproject,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 295, 'timestamp': '2023-05-05 08:37:15+00:00', 'polarity': 0.32}]",[295]
the.strength.path,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 132, 'timestamp': '2023-06-01 03:50:20+00:00', 'polarity': 0.0}]",[132]
the.wholistic.home,1,0.35,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 86, 'timestamp': '2023-03-21 03:25:04+00:00', 'polarity': 0.35}]",[86]
the.wild.self,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 41, 'timestamp': '2023-06-06 10:22:46+00:00', 'polarity': 0.0}]",[41]
the_lilqween,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 591, 'timestamp': '2023-05-27 07:32:42+00:00', 'polarity': 0.0}]",[591]
the_maaya_design_studio,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 635, 'timestamp': '2023-05-14 11:28:51+00:00', 'polarity': 0.16}]",[635]
the_mighty_lulu,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 448, 'timestamp': '2023-05-02 13:18:30+00:00', 'polarity': 0.24}]",[448]
the_moments,1,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 103, 'timestamp': '2023-06-02 13:32:35+00:00', 'polarity': 0.16}]",[103]
the_padideh,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 166, 'timestamp': '2023-04-26 05:24:37+00:00', 'polarity': 0.08}]",[166]
the_quag,1,0.46,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 207, 'timestamp': '2023-05-08 18:21:42+00:00', 'polarity': 0.46}]",[207]
the_realvonhord,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 353, 'timestamp': '2022-11-24 16:58:39+00:00', 'polarity': 0.0}]",[353]
the_tassiafreitas,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 768, 'timestamp': '2023-03-01 20:49:38+00:00', 'polarity': 0.08}]",[768]
the_weft,1,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 67, 'timestamp': '2023-04-01 23:09:48+00:00', 'polarity': 0.16}]",[67]
the_wolf_den_movement_llc,1,0.4018181818181818,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 566, 'timestamp': '2023-05-31 13:58:28+00:00', 'polarity': 0.4018181818181818}]",[566]
theaifashioninspo,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 565, 'timestamp': '2023-04-13 05:37:57+00:00', 'polarity': 0.0}]",[565]
thebawseprint,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 561, 'timestamp': '2023-04-11 23:09:23+00:00', 'polarity': 0.4800000000000001}]",[561]
thebetterdiamonds,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 602, 'timestamp': '2023-05-31 20:33:13+00:00', 'polarity': 0.0}]",[602]
theblog.classyaddiction,1,0.38,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 282, 'timestamp': '2023-05-27 17:17:12+00:00', 'polarity': 0.38}]",[282]
thecanvasnyc,3,0.26666666666666666,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 436, 'timestamp': '2023-06-06 16:57:54+00:00', 'polarity': 0.32}, {'post_id': 441, 'timestamp': '2023-06-06 16:58:06+00:00', 'polarity': 0.32}, {'post_id': 438, 'timestamp': '2023-06-06 16:58:19+00:00', 'polarity': 0.16}]","[436, 441, 438]"
thecarlaanderson,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 341, 'timestamp': '2022-10-15 01:47:47+00:00', 'polarity': 0.08}]",[341]
thecatherineaddai,1,0.78,"['fire', 'like', 'firefirefire', 'smiling_face_with_hearteyes', 'amazing']","[{'post_id': 750, 'timestamp': '2023-05-02 02:48:08+00:00', 'polarity': 0.78}]",[750]
theceiling.shop,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 13, 'timestamp': '2023-05-24 11:35:42+00:00', 'polarity': 0.0}]",[13]
thecollectionone,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 66, 'timestamp': '2023-03-26 10:26:34+00:00', 'polarity': 0.0}]",[66]
theconfusedarab,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 715, 'timestamp': '2022-11-27 09:46:14+00:00', 'polarity': 0.0}]",[715]
thecoolmomco,2,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 276, 'timestamp': '2023-05-23 20:36:38+00:00', 'polarity': 0.16}, {'post_id': 101, 'timestamp': '2023-06-05 20:03:35+00:00', 'polarity': 0.16}]","[276, 101]"
thecustomcloset,1,0.68,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 615, 'timestamp': '2023-05-22 04:06:11+00:00', 'polarity': 0.68}]",[615]
thedailydeb,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 340, 'timestamp': '2023-02-22 21:46:19+00:00', 'polarity': 0.0}]",[340]
thedelve,1,0.8,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 533, 'timestamp': '2023-05-30 05:38:22+00:00', 'polarity': 0.8}]",[533]
thederekdoll,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 433, 'timestamp': '2023-06-09 01:03:35+00:00', 'polarity': 0.24}]",[433]
thedoctorette,1,-0.08,"['no', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 101, 'timestamp': '2023-06-06 18:22:10+00:00', 'polarity': -0.08}]",[101]
thedramatiara,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 822, 'timestamp': '2021-01-05 20:29:21+00:00', 'polarity': 0.08}]",[822]
thefashionblognl,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 336, 'timestamp': '2022-10-09 14:10:57+00:00', 'polarity': 0.32}]",[336]
thefashionfraction,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 216, 'timestamp': '2023-05-21 11:06:25+00:00', 'polarity': 0.0}]",[216]
thefashionhustlers,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 320, 'timestamp': '2023-04-01 11:28:25+00:00', 'polarity': 0.24}]",[320]
thefrntalpr,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 15, 'timestamp': '2023-05-25 22:35:23+00:00', 'polarity': 0.24}]",[15]
thegangstarsboss,4,0.0,"[] [] [] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 174, 'timestamp': '2023-06-06 10:30:08+00:00', 'polarity': nan}, {'post_id': 221, 'timestamp': '2023-06-06 10:30:23+00:00', 'polarity': nan}, {'post_id': 241, 'timestamp': '2023-06-06 10:31:39+00:00', 'polarity': nan}, {'post_id': 372, 'timestamp': '2023-06-06 10:32:03+00:00', 'polarity': 0.0}]","[174, 221, 241, 372]"
thegoldreport,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 68, 'timestamp': '2023-03-28 08:50:53+00:00', 'polarity': 0.16}]",[68]
thegreenesthue,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 219, 'timestamp': '2023-05-23 19:43:56+00:00', 'polarity': 0.0}]",[219]
